id,user_id,workout_name,log_date,duration_minutes,perceived_exertion,user_notes
367,27,Back Day,2025-03-31,39,7,Felt good!
368,27,Back Day,2025-03-04,29,4,Felt good!
369,27,Biceps Day,2024-10-30,62,4,Felt good!
370,27,Shoulders Day,2025-02-19,60,6,Tough one today.
371,27,Chest Day,2025-03-28,29,6,Felt good!
372,27,Core Day,2025-02-17,55,4,Tough one today.
373,28,Core Day,2025-05-03,42,6,Tough one today.
374,28,Chest Day,2025-06-24,57,7,Felt good!
375,28,Full Body Day,2024-08-23,36,9,Tough one today.
376,28,Triceps Day,2025-05-14,62,9,Felt good!
377,28,Chest Day,2024-08-08,47,9,Felt good!
378,28,Biceps Day,2024-10-16,57,8,Tough one today.
379,28,Chest Day,2024-12-04,32,9,Tough one today.
380,28,Core Day,2025-03-27,27,9,Felt good!
381,28,Full Body Day,2025-01-16,62,8,Felt good!
382,28,Back Day,2025-05-05,26,4,Tough one today.
383,28,Shoulders Day,2025-06-27,28,9,Felt good!
384,28,Shoulders Day,2024-11-01,27,6,Tough one today.
385,28,Chest Day,2024-11-28,33,4,Felt good!
386,28,Full Body Day,2024-07-31,48,7,Tough one today.
387,28,Back Day,2024-12-22,62,6,Tough one today.
388,28,Chest Day,2025-06-23,36,9,Felt good!
389,28,Shoulders Day,2024-11-20,32,9,Felt good!
390,29,Back Day,2025-02-06,59,8,Felt good!
391,29,Full Body Day,2025-03-15,52,8,Tough one today.
392,29,Biceps Day,2025-06-20,42,5,Tough one today.
393,29,Legs Day,2025-02-25,62,9,Felt good!
394,29,Triceps Day,2025-03-01,48,6,Felt good!
395,29,Shoulders Day,2025-03-16,48,7,Felt good!
396,29,Back Day,2024-11-22,62,8,Tough one today.
397,29,Legs Day,2024-10-26,50,5,Felt good!
398,29,Triceps Day,2025-05-25,34,8,Felt good!
399,29,Shoulders Day,2024-10-15,63,7,Felt good!
400,29,Core Day,2024-09-15,41,8,Felt good!
401,29,Core Day,2025-04-02,59,5,Felt good!
402,29,Back Day,2024-09-20,65,6,Felt good!
403,29,Back Day,2025-04-23,45,5,Felt good!
404,29,Back Day,2024-09-28,47,7,Felt good!
405,29,Full Body Day,2025-01-13,65,5,Felt good!
406,29,Legs Day,2025-07-28,33,6,Felt good!
407,29,Legs Day,2024-08-08,32,7,Tough one today.
408,30,Full Body Day,2025-02-17,57,8,Tough one today.
409,30,Full Body Day,2025-07-24,48,6,Felt good!
410,30,Back Day,2024-10-22,56,9,Felt good!
411,30,Legs Day,2025-05-12,44,8,Felt good!
412,30,Legs Day,2025-01-07,61,8,Felt good!
413,30,Back Day,2025-06-29,47,7,Felt good!
414,30,Shoulders Day,2025-05-16,31,4,Felt good!
415,30,Shoulders Day,2024-09-04,39,5,Felt good!
416,30,Chest Day,2025-04-09,36,5,Tough one today.
417,30,Back Day,2024-11-27,46,8,Tough one today.
418,30,Legs Day,2025-07-15,40,7,Tough one today.
419,30,Back Day,2025-04-12,41,8,Tough one today.
420,30,Full Body Day,2025-05-24,27,7,Felt good!
421,30,Full Body Day,2024-08-07,34,8,Tough one today.
422,30,Shoulders Day,2024-09-28,38,4,Felt good!
423,31,Chest Day,2024-09-11,27,7,Felt good!
424,31,Chest Day,2024-11-12,50,4,Felt good!
425,31,Shoulders Day,2024-12-15,31,4,Felt good!
426,31,Chest Day,2025-06-30,38,8,Felt good!
427,31,Chest Day,2024-10-26,56,5,Tough one today.
428,31,Shoulders Day,2025-01-05,51,5,Felt good!
429,31,Full Body Day,2024-07-30,28,5,Felt good!
430,31,Legs Day,2024-10-13,62,6,Felt good!
431,31,Biceps Day,2024-08-22,32,4,Felt good!
432,31,Shoulders Day,2025-01-17,49,4,Felt good!
433,31,Legs Day,2024-09-24,32,9,Felt good!
434,32,Full Body Day,2025-06-11,49,4,Tough one today.
435,32,Chest Day,2024-11-15,43,9,Felt good!
436,32,Core Day,2025-03-19,64,4,Felt good!
437,32,Triceps Day,2025-05-16,47,9,Felt good!
438,32,Core Day,2024-11-20,29,6,Felt good!
439,32,Full Body Day,2025-07-17,27,4,Felt good!
440,32,Biceps Day,2025-01-09,47,9,Tough one today.
441,32,Triceps Day,2025-04-23,56,7,Felt good!
442,32,Legs Day,2025-02-14,58,9,Felt good!
443,32,Core Day,2024-10-05,63,9,Felt good!
444,32,Legs Day,2025-05-02,56,5,Felt good!
445,32,Back Day,2025-04-03,42,6,Felt good!
446,32,Shoulders Day,2024-08-10,26,5,Felt good!
447,32,Full Body Day,2025-07-07,27,6,Felt good!
448,32,Full Body Day,2025-03-29,61,6,Felt good!
449,32,Full Body Day,2025-04-06,39,7,Felt good!
450,32,Core Day,2025-05-04,34,9,Tough one today.
451,32,Legs Day,2024-11-04,58,9,Tough one today.
452,32,Back Day,2024-09-05,43,4,Felt good!
453,32,Chest Day,2025-04-18,42,8,Tough one today.
454,32,Chest Day,2024-08-30,27,4,Felt good!
455,32,Full Body Day,2025-02-12,64,7,Felt good!
456,33,Legs Day,2025-04-05,33,5,Felt good!
457,33,Legs Day,2024-10-15,36,5,Felt good!
458,33,Chest Day,2025-05-19,59,8,Felt good!
459,33,Biceps Day,2025-01-07,58,8,Felt good!
460,33,Triceps Day,2025-02-01,58,9,Felt good!
461,34,Legs Day,2024-08-12,33,8,Felt good!
462,34,Full Body Day,2024-11-02,45,4,Tough one today.
463,34,Legs Day,2025-03-19,28,4,Tough one today.
464,34,Shoulders Day,2025-04-17,48,7,Felt good!
465,34,Back Day,2024-09-29,42,6,Tough one today.
466,34,Chest Day,2024-12-20,36,8,Felt good!
467,34,Legs Day,2024-11-09,65,5,Felt good!
468,34,Biceps Day,2025-05-17,58,6,Felt good!
469,34,Shoulders Day,2024-09-30,62,5,Felt good!
470,34,Core Day,2025-02-24,50,4,Felt good!
471,34,Biceps Day,2024-08-29,29,4,Tough one today.
472,34,Back Day,2025-03-22,30,9,Felt good!
473,34,Shoulders Day,2024-08-17,40,4,Tough one today.
474,34,Back Day,2024-11-28,33,6,Tough one today.
475,34,Biceps Day,2024-08-26,49,7,Tough one today.
476,34,Chest Day,2025-02-23,54,4,Felt good!
477,34,Shoulders Day,2025-04-14,53,9,Felt good!
478,34,Back Day,2024-08-11,38,5,Felt good!
479,34,Back Day,2024-10-23,40,4,Felt good!
480,34,Full Body Day,2025-04-22,46,7,Felt good!
481,34,Triceps Day,2025-02-20,52,4,Tough one today.
482,34,Back Day,2025-02-28,29,7,Felt good!
483,35,Full Body Day,2025-05-30,36,5,Felt good!
484,35,Chest Day,2025-04-09,46,6,Tough one today.
485,35,Full Body Day,2024-08-30,36,8,Felt good!
486,35,Biceps Day,2025-03-27,33,9,Felt good!
487,35,Biceps Day,2025-06-01,65,4,Felt good!
488,35,Back Day,2024-10-01,58,4,Felt good!
489,35,Legs Day,2025-07-02,38,5,Tough one today.
490,35,Triceps Day,2025-03-17,35,9,Felt good!
491,35,Back Day,2024-12-29,49,7,Tough one today.
492,35,Triceps Day,2025-02-05,30,4,Felt good!
493,36,Legs Day,2025-01-12,57,7,Felt good!
494,36,Triceps Day,2025-03-06,39,5,Felt good!
495,36,Full Body Day,2024-08-08,27,5,Felt good!
496,36,Full Body Day,2024-08-24,59,6,Felt good!
497,36,Chest Day,2025-06-11,32,5,Felt good!
498,36,Biceps Day,2025-02-11,40,7,Felt good!
499,36,Full Body Day,2025-04-21,40,7,Felt good!
500,36,Legs Day,2025-06-14,55,5,Felt good!
501,36,Chest Day,2024-09-20,34,7,Felt good!
502,36,Biceps Day,2024-09-25,52,4,Tough one today.
503,36,Core Day,2024-11-19,47,7,Felt good!
